
합계,채팅,웹검색,이미지 생성,비디오 생성,Korea-in-Data,Univ-in-Data,Law in Data,음성 에이전트,PPT 생성,오디오,딥 리서치,에이전트
14407947.573,12339714.321,108950.0,771718.561,306963.186,32403.288,84.686,67026.695,1775.107,486151.181,3853.012,188740.398,100567.139

모델,입력 크레딧,출력 크레딧,웹 검색 크레딧,입력 토큰,출력 토큰,웹 검색 횟수
GPT-5.2,23892.082,16951.914,140.0,20483402,1210851,28
Sonar Reasoning Pro,27840.668,15676.696,12236.0,14017042,1965069,874
GPT-5.3 Chat,2355152.509,815714.158,42085.0,1520547856,58266525,8469
Gemini 3 Pro,2456.482,1339.932,0.0,1228241,111661,0
Super Agent,0.0,0.0,0.0,53014539,1980311,471
GPT-5 Thinking,38493.014,30528.08,490.0,40033435,3056819,101
Claude 4.5 Opus,187857.097,99061.7,485.0,43345446,3982354,99
Gemma 3,46.077,8.1,20.0,535695,49875,4
ChatGPT-Auto,0.0,0.0,0.0,0,0,0
Claude 4.6 Sonnet,1604761.953,855739.17,6490.0,633361693,57299854,1337
GPT OSS 120B,735.805,1879.507,45.0,6032906,3136406,9
GPT-5 mini,2760.603,4906.766,110.0,12779974,2453383,22
GPT-5.4,361200.226,265709.415,2440.0,178748903,17713961,494
GPT-5 Chat,1581.056,764.93,35.0,2430861,76493,7
GPT-5.5,192272.718,176779.23,1410.0,42726201,5893165,290
GPT-5.4 mini,8951.307,2930.193,140.0,13683236,651154,28
GPT-5.3 Codex,27108.289,21088.48,180.0,20134777,1506320,37
Claude 4.5 Sonnet,88888.202,49250.955,200.0,36620164,3302167,42
Gemini 2.5 Flash,821.188,2283.715,125.0,2205283,559762,25
Gemini 2.5 Pro,21448.842,12597.94,240.0,18768637,1259794,48
GPT-5.2 Chat,21272.568,9136.26,195.0,13120630,652590,40
Claude 4.6 Opus,766265.43,331488.05,815.0,187790657,13299273,167
Gemini 3.1 Pro,918933.19,790767.156,11065.0,534159366,65913590,2246
Sonar Pro,37358.361,25126.635,21574.0,12487531,1675959,1541
Solar Pro 2,45.751,6.504,40.0,305009,43360,8
GPT-5.2 Pro,11296.803,13124.328,0.0,537943,78121,4
Claude 4.5 Haiku,61871.851,27702.605,395.0,79905399,5554778,80
Solar Pro 3,453.99,211.699,120.0,3026776,352832,24
Gemini 3 Flash,10518.402,6127.361,565.0,21060257,1122522,114
Grok 3 Mini,362.508,25.349,55.0,1310896,50697,11
GPT-5.1 Chat,252505.215,76635.05,2685.0,230924825,7663505,543
GPT-5.4 Pro,7186.83,12733.56,0.0,239561,70742,10
GPT-5.4 nano,2727.637,885.691,225.0,22585999,708553,45
Grok 4,10038.622,6002.625,225.0,3420357,402201,45
K-EXAONE,693.336,269.26,85.0,3627294,345919,17
Gemini 3.5 Flash,12463.156,7673.841,260.0,9839065,854067,52
Gemma 4,453.767,75.946,140.0,3490516,199857,28
GPT-5.1 Codex Max,760.375,558.3,30.0,649580,55830,6
Grok 4.1 Fast,3718.987,375.736,255.0,24443183,751734,51
Gemini 3.1 Flash Lite,17649.896,3797.904,850.0,75145881,2531936,170
Claude 4.8 Opus,38965.423,22944.55,70.0,10196755,927721,14
GPT-5.1,22537.414,12203.72,195.0,18913093,1220372,39
GPT-5.2 Codex,2727.013,1336.104,10.0,3871279,95436,2
Claude 4.7 Opus,979084.889,490991.175,2205.0,231747139,19742292,455
Llama 4 Maverick,111.958,32.541,20.0,606435,44261,4

이미지 모델,생성 횟수,사용된 크레딧
GPT Image 1,6,109.9
GPT Image 1 Mini,8,8.79
Nano Banana,300,12662.897
Nano Banana Pro,226,33379.138
FLUX 1.1 [pro],6,260.0
Seedream 4.0,0,90.0
Gen-4 Image,7,540.0
SDXL,2,14.8
GPT Image 1.5,58,3178.44
FLUX 2 [pro],37,2620.545
Grok Imagine,50,1149.78
Seedream 4.5,16,670.0
Nano Banana 2,10070,701014.146
Seedream 5.0 Lite,14,545.0
GPT Image 2,315,15410.124
Ideogram V3,1,65.0

비디오 모델,생성 횟수,사용된 크레딧
Sora 2,16,9255.0
Sora 2 Pro,5,8425.0
Veo 3.1,30,81948.445
Kling v2.5 Turbo Pro,50,19877.805
Seedance 1.0 Pro,39,9055.0
Pixverse V5,6,1830.0
Veo 3.1 Fast,73,56759.623
Kling 3.0,20,18547.628
Kling O3,1,1260.0
Grok Imagine Video,29,13960.0
Veo 3.1 Lite,303,86044.685

Korea-in-Data,사용된 크레딧
Korea-in-Data,32403.288

Univ-in-Data,사용된 크레딧
Univ-in-Data,84.686

Law in Data,사용된 크레딧
Law in Data,67026.695

음성 에이전트,사용된 크레딧
음성 에이전트,1775.107

PPT 생성,사용된 크레딧
PPT 생성,486151.181

오디오,사용된 크레딧
오디오,3853.012

딥 리서치,사용된 크레딧
딥 리서치,188740.398

에이전트,사용된 크레딧
에이전트,100567.139
